3.1946,-0.0033411,1
-0.16804,-1.045,1
0.73055,0.78878,1
0.16484,-0.91075,1
-0.72704,0.37273,1
-0.91611,-1.2709,1
-1.1288,0.09933,1
1.136,1.7725,1
-0.6263,0.13581,1
-1.0874,0.45855,1
-0.19617,-0.30507,1
-0.75953,-1.4139,1
-0.12732,1.4456,1
-2.0958,1.6732,1
-1.3419,0.38918,1
0.068297,0.43086,1
-0.86726,0.36617,1
-0.72341,-1.5623,1
2.074,0.14908,1
1.4387,0.81652,1
-0.25064,-1.3823,1
-1.351,1.2326,1
-1.0572,-0.97598,1
2.4843,-0.11456,1
-0.14687,-0.97278,1
0.30085,-0.36817,1
0.032629,1.081,1
1.2683,-1.0144,1
-0.86367,0.47918,1
-0.83009,-0.22331,1
-2.0066,0.24063,1
-1.7138,-0.47013,1
0.30235,1.365,1
-0.098482,1.7086,1
0.86335,0.069802,1
-0.57565,-2.1657,1
0.51221,0.069908,1
0.84072,1.5428,1
2.1618,0.177,1
-0.096901,-0.40745,1
-0.20657,-0.11345,1
0.098996,-3.3667,1
0.083262,-0.24726,1
-0.19175,-0.52132,1
2.1038,-0.43746,1
1.3898,-0.070844,1
-0.58219,-1.5546,1
0.92859,-1.779,1
1.3958,0.66505,1
-1.0472,-0.77854,1
-1.2034,-0.54683,1
-0.38756,0.79503,1
0.25812,-0.35775,1
0.13409,0.78624,1
-0.1164,0.26429,1
0.22032,-0.34415,1
-1.0699,-0.12852,1
-0.98655,-1.1102,1
0.38919,0.69594,1
-0.22267,1.1405,1
-0.46643,0.77998,1
-1.922,0.41943,1
0.23555,-0.78564,1
0.42683,-1.8568,1
-1.5626,-0.57517,1
-0.22557,1.3952,1
-0.029204,0.69494,1
0.90978,-0.48569,1
-0.83085,-1.0876,1
-0.71868,-1.1767,1
-0.91471,-1.0147,1
-1.9978,-0.28517,1
0.072478,-0.43777,1
0.35058,-0.90977,1
-0.90172,-1.2394,1
-1.0707,-0.077918,1
-1.3239,0.23783,1
-0.22193,-0.20094,1
1.1957,-2.0691,1
-3.1732,-1.848,1
-2.5436,0.46243,1
1.1655,-0.4103,1
-0.80613,-1.2576,1
-0.071914,2.6909,1
1.322,1.2315,1
1.7091,0.70454,1
0.033952,-0.018727,1
0.73766,-0.15979,1
0.21171,2.3549,1
0.53104,-1.0418,1
-0.41479,0.9347,1
-1.6903,0.58847,1
0.63807,0.68313,1
0.70177,-0.097424,1
-0.45189,2.0234,1
-0.63828,1.2263,1
-1.6317,-1.7123,1
-0.60235,0.35525,1
-0.67147,0.65156,1
-0.42295,-0.19511,1
1.8497,0.21175,1
0.39658,1.4634,1
-0.45218,0.25157,1
0.3341,1.9076,1
0.32832,-1.0152,1
1.306,-0.51705,1
0.97197,-0.29582,1
1.1161,0.53063,1
0.18386,0.4633,1
0.40922,1.0532,1
1.1912,0.6771,1
0.099664,0.36267,1
-1.7506,0.78518,1
0.19173,1.504,1
-1.0566,0.91176,1
-0.084283,-1.8321,1
-0.54104,-0.9837,1
-0.77628,-2.1628,1
1.2713,2.1156,1
-0.43048,-0.37767,1
-0.000271,-0.093841,1
0.081339,-1.9922,1
